Cümle,Tür,,Cümle ,Tür
"Altın prangalar, demir olanlardan çok daha kötüdür. ",Öznel,,Dünya'nın en büyük çölü Antarktika’dır (soğuk çöl olarak). ,Nesnel
"Başkalarından en fazla şüphe edenler, en güvenilmez insanlardır. ",Öznel,,"Edison ampulü icat etmemiştir, geliştirmiştir. ",Nesnel
"Bir demet güzel kokulu gül, bir harman ottan daha iyidir.  ",Öznel,,Albert Einstein görelilik teorisiyle ünlüdür. ,Nesnel
"Bir gram önlem, bir kilo tedaviden daha önemlidir.  ",Öznel,,İlk bilgisayar ENIAC’tır. ,Nesnel
"Boş bir mide, iyi bir politik danışman olamaz.  ",Öznel,,Atom kelimesi Yunanca “bölünemez” anlamına gelir. ,Nesnel
"Budalalar meclisinde en zarif nükte, susmaktır.  ",Öznel,,Osmanlı’da ilk anayasa 1876’da ilan edilmiştir (Kanun-i Esasi). ,Nesnel
"Cahillik, dertlerimiz için etkisiz bir ilaçtır.  ",Öznel,,DNA ilk kez 1953’te keşfedildi. ,Nesnel
"Çalışmak, en soylu iştir. ",Öznel,,"Newton, yerçekimi yasasını elma düşerken düşünmüştür. ",Nesnel
"Çizik bir elmas, çizik olmayan bir çakıl taşından daha iyidir.  ",Öznel,,İlk Türk devleti Göktürklerdir. ,Nesnel
Çölü güzel yapan bir yerlerde su kuyusu saklıyor olmasıdır. ,Öznel,,"Güneş, bir gün sönecektir (yaklaşık 5 milyar yıl sonra). ",Nesnel
"Değiştirilmeyen bir düzen, kötü bir düzendir. ",Öznel,,"Dünyada en çok konuşulan dil İngilizce değil, Çince’dir. ",Nesnel
"Deney bir gözlüktür, onun sayesinde daha iyi görürüz. ",Öznel,,"Wi-Fi, “Wireless Fidelity”nin kısaltması değildir (yanlış bilinir). ",Nesnel
Deve kendi hörgücünü değil komşusunun hörgücünü yanlış görür. ,Öznel,,İlk cep telefonu 1973’te Motorola tarafından üretildi. ,Nesnel
"Dil yarası, ok yarasından daha şiddetlidir.  ",Öznel,,İnternetin temelleri ARPANET ile atılmıştır. ,Nesnel
"Dostluğu öldüren en tehlikeli silah, itimatsızlıktır.  ",Öznel,,Türkiye’de ilk televizyon yayını 1968’de yapılmıştır. ,Nesnel
"Kuşlar, doğa adlı annenin güzel çalgıcılarıdır. ",Öznel,,"Galileo, teleskopla gökyüzünü inceleyen ilk bilim insanıdır. ",Nesnel
"Şiir, hem ozanın hem de yazıldığı çağın en etkili resmidir. ",Öznel,,Osmanlı’da ilk matbaa 1727’de İbrahim Müteferrika tarafından kuruldu. ,Nesnel
"Tatlı sözler, şiddetli bir öfkeye karşı en tesirli ilaçtır. ",Öznel,,İlk Türk kadın pilotu Sabiha Gökçen’dir. ,Nesnel
"Dua ordusu, cephede savaşan askerden daha kuvvetlidir.  ",Öznel,,Tekerleği ilk kullanan medeniyet Sümerlerdir. ,Nesnel
"Duyabileceğimiz en güzel duygu, bilinmeyen karşısındaki heyecandır.  ",Öznel,,En uzun yaşayan hayvan Grönland köpekbalığıdır (yaklaşık 400 yıl). ,Nesnel
"Düşmanı affetmek, dostu affetmekten daha kolaydır. ",Öznel,,0 (sıfır) sayısı Hintli matematikçiler tarafından geliştirilmiştir. ,Nesnel
"Eğitim, yaşlılığın en iyi güvencesidir. ",Öznel,,Türkiye Cumhuriyeti 1923 yılında kuruldu. ,Nesnel
Kerem ismi güzel değildir ,Öznel,,İlk Nobel Ödülleri 1901 yılında verildi. ,Nesnel
Kadınlar erkelere göre daha kibardır ,Öznel,,"Manyetik kuzey, coğrafi kuzeyden farklıdır. ",Nesnel
Kızlar siyah rengini çok seve ,Öznel,,Elektriksel akımın yönü gerçekte elektronların tersidir. ,Nesnel
Erkut ismi güzeldir ,Öznel,,En küçük kemik kulakta bulunan üzengi kemiğidir. ,Nesnel
Saat çok güzel bir aksesuardır ,Öznel,,Türk alfabesinde 29 harf vardır. ,Nesnel
Kuba en iyi motor markasıdır ,Öznel,,“K” harfi İngilizcede “knife” gibi bazı kelimelerde sessizdir. ,Nesnel
İdeal erkek kilosu 75 dir. ,Öznel,,Japonya’da “anime” kelimesi genel olarak animasyon anlamına gelir. ,Nesnel
İdeal kadın kilosu 50 dir. ,Öznel,,Frida Kahlo Meksikalı bir ressamdır. ,Nesnel
Ben onu seviyorum. ,Öznel,,"Mozart, 35 yaşında ölmüştür ama 600’den fazla eser bırakmıştır. ",Nesnel
Bence bugün kar yağacak. ,Öznel,,"Orhan Veli Kanık, Garip akımının kurucularındandır. ",Nesnel
En güzel renk laciverttir. ,Öznel,,"Mehter Marşı, dünyanın bilinen en eski askeri marşıdır. ",Nesnel
Portakal güzel bir meyvedir. ,Öznel,,"UNESCO’nun açılımı “Birleşmiş Milletler Eğitim, Bilim ve Kültür Örgütü”dür. ",Nesnel
Çileğin kokusu çok güzel. ,Öznel,,En çok çevirisi yapılan kitap İncil’dir. ,Nesnel
Gülü kim sevmez ki. ,Öznel,,"Roman türünün kökeni Latince “romanus” yani ""roman halkı"" kelimesine dayanır. ",Nesnel
Çok naz yapan insanlardan hoşlanmam. ,Öznel,,Shakespeare 37 tiyatro eseri yazmıştır. ,Nesnel
O kitabı beğendim. ,Öznel,,Türkiye’de en çok izlenen spor futboldur. ,Nesnel
İnternetsiz yaşam olmaz. ,Öznel,,"Ayasofya, Bizans ve Osmanlı dönemlerinde farklı işlevlerde kullanılmıştır. ",Nesnel
Sensiz yaşayamam. ,Öznel,,"Halide Edib Adıvar, Türk edebiyatının önemli kadın yazarlarındandır. ",Nesnel
Bence Esra'yı seviyorsun. ,Öznel,,“Orhan Pamuk” Nobel Edebiyat Ödülü kazanan ilk Türk yazardır. ,Nesnel
Bugün hava çok güzel. ,Öznel,,"Nazım Hikmet, Türk şiirinde serbest nazmın öncüsüdür. ",Nesnel
"Sarı,ferahlatıcı bir renktir. ",Öznel,,"Osman Hamdi Bey’in en ünlü tablosu ""Kaplumbağa Terbiyecisi""dir. ",Nesnel
Limonun kokusunu severim. ,Öznel,,TDK 1932 yılında Atatürk tarafından kuruldu. ,Nesnel
Elmanın ekşisi güzeldir. ,Öznel,,“Divan edebiyatı” Arapça ve Farsçadan etkilenmiştir. ,Nesnel
Papatyalar bir harikadır. ,Öznel,,“La Casa de Papel” İspanyol yapımı bir dizidir. ,Nesnel
Yalancı insanlar sempatik geliyor. ,Öznel,,Karagöz ve Hacivat gölge oyunudur. ,Nesnel
Aslında yalancıları hiç mi hiç sevmem. ,Öznel,,UNESCO Dünya Mirası listesinde Türkiye’den 20+ yer bulunmaktadır. ,Nesnel
Ankara çok güzeldir. ,Öznel,,“Türküler” anonim halk edebiyatı ürünleridir. ,Nesnel
Ankara kesinlikle görülmesi gereken bir şehirdir. ,Öznel,,“Bir Delinin Hatıra Defteri” Gogol tarafından yazılmıştır. ,Nesnel
Pembeyi sevmem. ,Öznel,,"“Fütürizm”, geleceği konu alan bir sanat akımıdır. ",Nesnel
Yağmurlu hava korkutucudur. ,Öznel,,Penguenler uçamayan kuşlardır. ,Nesnel
Yağmurun kokusu güzeldir. ,Öznel,,Arılar dans ederek iletişim kurar. ,Nesnel
Şimşeğe bayılırım. ,Öznel,,Suda en hızlı yüzen balık yelken balığıdır. ,Nesnel
Şimşeğin görüntüsü ürkünçtür. ,Öznel,,Olimpiyat halkaları beş kıtayı temsil eder. ,Nesnel
Gökgürültüsü ninni gibi gelir. ,Öznel,,Dünya'nın en büyük canlısı mavi balinadır. ,Nesnel
Gökgürültüsünden korkarım. ,Öznel,,Kutup ayıları solaktır. ,Nesnel
Yeşil en sevilen renktir. ,Öznel,,"Kafein, çayda kahveden daha fazla olabilir. ",Nesnel
Beyaz bence saflıktır. ,Öznel,,Futbolda bir maç 90 dakikadır. ,Nesnel
Kırmızı bence aşktır. ,Öznel,,Karpuzun %90’ı sudur. ,Nesnel
Siyah bence kesin olmayı ifade eder. ,Öznel,,Zeytin ağacı 1000 yıl yaşayabilir. ,Nesnel
Ben bu kitabı beğendim. ,Öznel,,Kediler 100’den fazla ses çıkarabilirken köpekler yaklaşık 10 çıkarabilir. ,Nesnel
Ben kitap okumayı severim ,Öznel,,"En çok tüketilen içecek sudur, ikinci çaydır. ",Nesnel
Kitap okumayı kim sevmez? ,Öznel,,Ayakkabı numarası ay uzunluğuna göre belirlenir. ,Nesnel
Ben kitap okumayı sevmem. ,Öznel,,Dünyada en çok kullanılan sosyal medya platformu Facebook’tur (2024’e göre). ,Nesnel
Evlenmek iğrenç bir olgudur. ,Öznel,,Ortalama bir insanın kalbi günde 100.000 kez atar. ,Nesnel
Evlilik harikadır. ,Öznel,,Türkiye’de dört mevsim belirgin olarak yaşanır. ,Nesnel
Erkeklerden nefret ederim. ,Öznel,,Vücut ağırlığının yaklaşık %60’ı sudur. ,Nesnel
Erkekler bazen gerekebiliyor. :)) ,Öznel,,Kediler uyurken bile çevresini hissedebilir. ,Nesnel
Bu oda çok ferah. ,Öznel,,"Kış uykusu, metabolizmanın yavaşlamasıyla gerçekleşir. ",Nesnel
Bu ev çok boğucu. ,Öznel,,"Sincaplar yiyeceklerini toprağa gömer, ama çoğunu unutur. ",Nesnel
Şiir okumak güzeldir. ,Öznel,,Papatya çayı sakinleştirici etkiye sahiptir. ,Nesnel
Şiir okumak berbattır. ,Öznel,,"Düzenli yürüyüş, kalp sağlığına iyi gelir. ",Nesnel
Maviyi severim. ,Öznel,,Kışın lastiklerin hava basıncı azalır. ,Nesnel
Çilek en sevilen meyvedir. ,Öznel,,"Limon, çilekten daha fazla şeker içerir. ",Nesnel
Portakal en sevilen meyvedir. ,Öznel,,Karanlık korkusu genellikle çocuklukta başlar. ,Nesnel
Çikolatayı kim sevmez? ,Öznel,,Haftanın 7 günü vardır. ,Nesnel
Beyaz çikolata harikadır. ,Öznel,,Bu yıl okula on yeni kayıt oldu. ,Nesnel
Bitter çikolata çok güzeldir. ,Öznel,,Bu bisküvinin içinde 15 farklı madde bulunmaktadır. ,Nesnel
Sütlü çikolata muhteşemdir. ,Öznel,,Film 2015 yılında çekilmiş. ,Nesnel
Çikolata aslında çok muhteşemdir. ,Öznel,,Okulda 68 öğrenci vardır. ,Nesnel
Çikolataya bayılırım. ,Öznel,,Atatürk 19 Mayıs 1919’da Samsun’a çıktı. ,Nesnel
Çikolatalı gofret çok güzeldir. ,Öznel,,12 sayısı hem 2’ye hem 3’e hem 4’e hem 6’ya hem de 12’ye bölünür. ,Nesnel
Çikolatasız gofret güzel değildir. ,Öznel,,Dünyanın uydusuna Ay denir. ,Nesnel
Çilekli nutella harikadır. ,Öznel,,En küçük asal sayı ikidir. ,Nesnel
Bence dünyanin 1.harikası çikolatadır. ,Öznel,, 4 bir çift sayıdır. ,Nesnel
Bence insanlık tarihinin en faydalı icadı çikolatadır. ,Öznel,,İstanbul Fatih Sultan Mehmet tarafından fethedildi. ,Nesnel
Çikolatasız yaşam olmaz. ,Öznel,,Evin kapısı ahşaptan yapılmıştı. ,Nesnel
Çikolatasız ölürüm. ,Öznel,,Yeni bir araba aldı. ,Nesnel
Çikolatayı çok severim. ,Öznel,,Türkiye’nin başkenti Ankara’dır. ,Nesnel
Muz bir harikadır. ,Öznel,,Dün bize geldi. ,Nesnel
Çikolatalı muz da süperdir. ,Öznel,, Ağrı Dağı Türkiye’dedir. ,Nesnel
Çikolatalı çileği kim sevmez? ,Öznel,,Çantasında beş tane bardak var. ,Nesnel
Denizin sesi dinlendirir. ,Öznel,, Yeni albümünde yedi tane şarkı var. ,Nesnel
Denizin sesi huzur vermez. ,Öznel,,Çantası deriden yapılmıştı. ,Nesnel
Bu elbise güzelmiş. ,Öznel,,Halıları yıkamaya verdik. ,Nesnel
Bu elbise güzel değil. ,Öznel,,Kumandanın pili bitmiş. ,Nesnel
Bu elbise harika. ,Öznel,,Tiyatro oyunu üç saat sürdü. ,Nesnel
Bu gömleğin rengi muhteşem. ,Öznel,,Oyuncağının plastiği birinci sınıf malzemeden yapılmış. ,Nesnel
Bence çikolatalar pahalı olmasın. ,Öznel,,Dünya’nın uydusu Ay’dır. ,Nesnel
Sigara muhteşemdir. ,Öznel,,Güneş Sistemi’ndeki tek yıldız Güneş’tir. ,Nesnel
Sigara çok kötüdür. ,Öznel,,Dünya’nın şekli geoittir. ,Nesnel
Sigara içenlerden hoşlanmam. ,Öznel,,"Anlamları aynı, yazılışları farklı kelimelere eş anlamlı kelimeler denir. ",Nesnel
Sigara içen insanlar sempatik gelir. ,Öznel,,"Hikaye, durum ve olay hikayeleri olmak üzere ikiye ayrılır. ",Nesnel
İstanbul harikadır. ,Öznel,,Yılan sürüngen bir hayvandır. ,Nesnel
İstanbul en güzel şehirdir. ,Öznel,,"Omurgalı hayvanlar, balıklar, kuşlar, memeliler, sürüngenler ve amfibilerdir. ",Nesnel
Ölmeden önce İstanbul görülmelidir. ,Öznel,,"Ampermetre, devreye seri bağlanır. ",Nesnel
İstanbulu severim. ,Öznel,,"Biyoçeşitlilik, bir bölgede yaşayan bitki ve hayvan türlerinin sayısı ve çeşitliliğidir. ",Nesnel
Elazığ güzeldir. ,Öznel,,Pisagor ünlü bir matematikçidir. ,Nesnel
Elazığ nostaljikdir. ,Öznel,,Kütüphanelerde sessiz olmak gerekir. ,Nesnel
Malatyayı sevmem. ,Öznel,,Sağlıklı yaşamak için dengeli beslenmek gerekir. ,Nesnel
Malatyalıları hiç sevmem. ,Öznel,,Sigara ve alkol sağlığa zararlıdır. ,Nesnel
Çikolata çok muhteşemdir. ,Öznel,,İslam peygamberi Hazreti Muhammed (s.a.v.)’dir. ,Nesnel
Bisiklet sürmeyi severim. ,Öznel,,Ramazanda oruç tutmak farzdır. ,Nesnel
Bisitlet sürmek güzeldir. ,Öznel,,Periyodik Cetvel’de ilk element Hidrojen’dir. ,Nesnel
Bisiklet sürmek eğlencelidir. ,Öznel,,Kimyasal tepkimelerde sabit oranlar kanunu işlemektedir. ,Nesnel
Bisiklet sürmek sıkıcıdır. ,Öznel,,Kimyasal tepkimelerde kütlenin korunumu yasası vardır. ,Nesnel
Bisiklet sürmek güzel değil. ,Öznel,,Türkiye’nin başkenti Ankara’dır. ,Nesnel
Paten sürmek güzel değil ,Öznel,,"Osmanlı Devleti’nin başkentleri Bursa, Edirne, İstanbul olmuştur. ",Nesnel
Paten sürmeyi severim ,Öznel,,Radyo dinleyicilerinin sayısı son on yılda eskisine oranla çok artmıştır. ,Nesnel
Türk'ler harika insanlar. ,Öznel,,"Üçüncü baskısını yapan bu roman, göç meselesini konu ediniyor. ",Nesnel
Kitap okumak enfes birşeydir. ,Öznel,,Anonim Halk şiirinin ürünü olan manilerin birden fazla çeşidi vardır. ,Nesnel
Çikolatalı süt muhteşemdir . ,Öznel,,"Korint Boğazı, Mora Yarımadası ile Yunanistan’ın kuzeyi arasında kalır. ",Nesnel
Çikolatalı süt muhteşem ötesidir. ,Öznel,,"Sinop, Anadolu’nun kuzeyinde yer alır ve türlü uygarlıklara ait eserleri barındırır. ",Nesnel
Çikolata yemek mutluluk verir. ,Öznel,,"Papağan cinsinden olan kuşlar, kutup bölgelerinde yaşayamaz. ",Nesnel
Çikolatasız yaşayamam. ,Öznel,,"Bu, sanatçının en son çıkan şiir kitabıdır. ",Nesnel
Çikolatasız ölürüm. ,Öznel,," Hikâyedeki kişilerin dördü kadın, ikisi erkektir. ",Nesnel
Çikolatalı kek harikadır. ,Öznel,,Fatih Sultan Mehmet İstanbul’u aldığında 21 yaşındaydı. ,Nesnel
Yazı yazmayı severim. ,Öznel,,Bu binanın yükseliği 20 metredir ,Nesnel
Okul her zaman eğlenceli bir yerdir. ,Öznel,,"Ay, Dünya’nın uydusudur. ",Nesnel
Bilgisayar oyunları çok faydalıdır. ,Öznel,,Karbondioksit gazı renksizdir. ,Nesnel
Film izlemek zaman kaybına yol açar. ,Öznel,,Demirin erime noktası yaklaşık 1538 °C'dir. ,Nesnel
Kitap okumak zekayı güçlendirir. ,Öznel,,"Van Gölü, Türkiye’nin en büyük gölüdür. ",Nesnel
"Dizüstü bilgisayarlar, masaüstü bilgisayarlara göre daha kullanışlıdır. ",Öznel,,"1 kilogram, 1000 gramdır. ",Nesnel
"Futbol, bütün spor dallarından daha eğlencelidir. ",Öznel,,Elma bir meyvedir. ,Nesnel
Akıllı telefonlar hayatımızı kolaylaştırdı. ,Öznel,,"Paris, Fransa’nın başkentidir. ",Nesnel
Dergi okumak insanın ufkunu açar. ,Öznel,,"Türkiye, 1923 yılında cumhuriyet oldu. ",Nesnel
"Televizyon seyretmek, insanı bilgilendirir. ",Öznel,,"Mars, Güneş Sistemi’nin dördüncü gezegenidir. ",Nesnel
"Soslu döner, en güzel aperatiftir. ",Öznel,,Okullar genellikle Eylül ayında açılır. ,Nesnel
"Kabak dolması, en güzel yemektir. ",Öznel,,4 x 5 = 20'dir. ,Nesnel
Dolma kalem en kullanışlı kalemdir. ,Öznel,,Kan kırmızı renktedir. ,Nesnel
Örgün eğitim herkes için gereklidir. ,Öznel,,Güneş doğudan doğar. ,Nesnel
Açık öğretim okunarak bir yere gelinmez. ,Öznel,,"Su, hidrojen ve oksijen elementlerinden oluşur. ",Nesnel
Sırt çantası en kullanışlı çantadır. ,Öznel,,"Atatürk, 1881 yılında doğmuştur. ",Nesnel
Tiyatrodan önce mutlaka prova yapmak gerekir. ,Öznel,,Çay 80-100 derecede demlenir. ,Nesnel
Doktorluk en güzel meslektir. ,Öznel,,Kar beyaz renktedir. ,Nesnel
Öğretmenlik çok yorucu bir meslektir. ,Öznel,,"1 metre, 100 santimetredir. ",Nesnel
Zamanında geleceğimizi sanmıyorum. ,Öznel,,Türkiye’nin nüfusu 2023'te yaklaşık 85 milyondu. ,Nesnel
"Laura, Amalia'dan daha güzel görünüyor. ",Öznel,,Ankara İç Anadolu Bölgesi'ndedir. ,Nesnel
Erken kalkmayı severim. ,Öznel,,"İngilizce, dünya genelinde en çok konuşulan dillerden biridir. ",Nesnel
Bu haber doğru görünmüyor. ,Öznel,,"İstanbul Boğazı, Asya ile Avrupa’yı birbirine bağlar. ",Nesnel
Çok karanlık. ,Öznel,,Elektrik iletkenleri genellikle bakırdan yapılır. ,Nesnel
Çok fazla yiyorsun. ,Öznel,,"Ay, Dünya’dan çıplak gözle görülebilir. ",Nesnel
Bu yemek gerçekten güzel kokuyor. ,Öznel,,"Su, donduğunda hacmi artar. ",Nesnel
O film sıkıcı. ,Öznel,,Kış aylarında hava sıcaklığı genellikle düşer. ,Nesnel
Burası benim için şüpheli. ,Öznel,,Türkiye 7 coğrafi bölgeye ayrılmıştır. ,Nesnel
Kedileri çok severim ama köpekleri pek sevmem. ,Öznel,,Bir haftada 7 gün vardır. ,Nesnel
Juan çok çekici. ,Öznel,,Limon ekşi bir tada sahiptir. ,Nesnel
Sanki saatlerdir bekliyoruz. ,Öznel,,Dünya'nın uydusu tek tanedir. ,Nesnel
Çikolatadan daha lezzetli bir şey yoktur. ,Öznel,,"Süt, beyaz renkli bir sıvıdır. ",Nesnel
Bir hayalet görmüş gibisin. ,Öznel,,İstanbul’da iki havaalanı vardır. ,Nesnel
Daha fazla para harcamamalıyız. ,Öznel,,Ay'da atmosfer yoktur. ,Nesnel
Sahte gibi görünüyor. ,Öznel,,Cam şeffaf bir malzemedir. ,Nesnel
Dayanılmaz derecede soğuk. ,Öznel,,Beethoven bir bestecidir. ,Nesnel
Çok sıcak. ,Öznel,,DNA çift sarmallı bir yapıya sahiptir. ,Nesnel
Bu eğlenceli bir oyundur. ,Öznel,,Türkiye'nin komşuları arasında Yunanistan da vardır. ,Nesnel
Bu parfüm çok güzel. ,Öznel,,Gözler ışığı algılayan organlardır. ,Nesnel
Performansınızdan çok memnunuz. ,Öznel,,Kitap okumak bilgi edinmeyi sağlar. ,Nesnel
Senin mazeretin benim için çok şüpheli. ,Öznel,,Gökyüzü genellikle gündüzleri mavidir. ,Nesnel
Benimle çıkmak için çok uzun. ,Öznel,,Mürekkep genellikle yazı yazmak için kullanılır. ,Nesnel
Savaş filmlerini iğrenç buluyorum. ,Öznel,,Dünya'nın çevresi yaklaşık 40.000 kilometredir. ,Nesnel
Tekrar ülkede yaşamayı çok isterim. ,Öznel,,Bilgisayarlar veri işleyebilir. ,Nesnel
Burası insana huzur veriyor. ,Öznel,,İnsanlar oksijen soluyarak yaşar. ,Nesnel
Kıyafetin çok yakışmış sana. ,Öznel,,0 derecenin altındaki sıcaklıkta su donar. ,Nesnel
Yazdığı roman çok dokunaklı. ,Öznel,,"Pamuk, tekstilde yaygın kullanılan bir hammaddedir. ",Nesnel
Dostluğun olmadığı yerde insanca hiçbir değerin gelişebileceğine inanmıyorum. ,Öznel,,Türkiye Avrupa ve Asya kıtaları arasında yer alır. ,Nesnel
"Dostluk, insanın ve insanlığın en büyük, ne yüce değerlerinden biridir. ",Öznel,,El yazması kitaplar basılı kitaplardan daha nadirdir. ,Nesnel
"Şairin, sesini daha geniş kitlelere duyurabilmesi için dergilerde daha sık görülmesinde yarar var. ",Öznel,,Güneş ışığı beyaz görünür ama spektrumda birçok renk barındırır. ,Nesnel
"En iyi yapılan tatil, ormanda yapılan tatildir. ",Öznel,,"Kalem, yazı yazmak için kullanılır. ",Nesnel
"İyi bir romancı, şiir yazamaz; ama iyi bir şair, roman yazabilir. ",Öznel,,Tavuklar yumurtlar. ,Nesnel
Spor salonları bir işe yaramıyor ,Öznel,,Ağaçlar fotosentez yapar. ,Nesnel
Klavye sesi çok rahatsız edici ,Öznel,,Müzik seslerin belli kurallar çerçevesinde düzenlenmesidir. ,Nesnel
Uzun boylu erkekler çok çirkin ,Öznel,,Elektrik enerjisi prizlerden elde edilir. ,Nesnel
Müzik dinlemek çok gereksiz ,Öznel,,Karasal iklimde yazlar sıcak ve kuraktır. ,Nesnel
Kodlama yapmak çok zor ,Öznel,,"Türkiye, NATO üyesidir. ",Nesnel
Yapay zeka insanlara kolaylık sağlıyor ,Öznel,,Deniz suyu tuzludur. ,Nesnel
Soğan salatası çok tatsız ,Öznel,,Bir asır 100 yıldır. ,Nesnel
Kısır yemeği çok güzeldir ,Öznel,,"Gözler, görme işlevini sağlar. ",Nesnel
Lahmacun Türklerin en güzel yemeğidir ,Öznel,,"Yağmur, bulutlardan düşen su damlalarıdır. ",Nesnel
Yunanların yemek kültürü güzel değildir ,Öznel,,Bitkiler güneş ışığı ile besin üretir. ,Nesnel
Yaşanabilir en güzel ülke Türkiyedir ,Öznel,,Doğalgaz yanıcı bir gazdır. ,Nesnel
Türkiyenin denizleri çok temizdir ,Öznel,,C vitamini en çok turunçgillerde bulunur. ,Nesnel
